filename,area,height,width
0829_131619_02.jpg,1586909.5,930.543701171875,1792.1846923828125
0829_131619_03.jpg,1549810.0,918.0814819335938,1788.150390625
0829_131619_04.jpg,1526326.5,906.8114013671875,1782.119873046875
0829_131619_05.jpg,1509766.0,902.1510620117188,1774.880615234375
0829_131619_06.jpg,1499960.0,898.4844970703125,1769.9166259765625
0829_131619_07.jpg,1493700.0,897.40966796875,1766.7012939453125
0829_131619_08.jpg,1488450.0,897.2348022460938,1763.506591796875
0829_131619_09.jpg,1485793.0,897.1383666992188,1761.7537841796875
0829_131619_10.jpg,1481558.5,893.3572998046875,1759.2879638671875
0829_131619_11.jpg,1479428.0,894.144775390625,1758.7242431640625
0829_131619_12.jpg,1476558.0,894.1619262695312,1758.505615234375
0829_131619_13.jpg,1472514.0,890.523681640625,1756.3671875
0829_131619_14.jpg,1471734.5,894.07275390625,1754.144287109375
0829_131619_15.jpg,1470084.5,889.9251098632812,1755.1358642578125
0829_131619_16.jpg,1467250.0,888.279296875,1752.823486328125
0829_131619_17.jpg,1465615.0,888.2161865234375,1752.6993408203125
0829_131619_18.jpg,1464912.5,887.205810546875,1751.8011474609375
0829_131619_19.jpg,1462406.0,885.4718627929688,1751.3836669921875
0829_131619_20.jpg,1460934.0,885.2845458984375,1750.615478515625
0829_131619_21.jpg,1459644.5,883.941162109375,1750.146240234375
0829_131619_22.jpg,1458837.0,884.0732421875,1750.0369873046875
0829_131619_23.jpg,1457499.5,881.935302734375,1749.6595458984375
0829_131619_24.jpg,1455847.5,880.8147583007812,1749.0594482421875
0829_131619_25.jpg,1454644.0,882.011962890625,1748.8858642578125
0829_131619_26.jpg,1453390.5,880.44677734375,1747.79541015625
0829_131619_27.jpg,1452322.0,880.6100463867188,1746.3431396484375
0829_131619_28.jpg,1450621.0,880.29345703125,1746.5347900390625
0829_131619_29.jpg,1450122.0,879.4525146484375,1745.941650390625
0829_131619_30.jpg,1448618.0,879.6436157226562,1744.0234375
